hex_id,F1,F2,F3,F4,F5,class_km
88099a2891fffff,0.1279730745226274,0.30982748203448046,0.07423273379069556,-0.3543478257673822,-1.2580326961414576,2
88099a2895fffff,0.0919949691441343,0.9339958487202051,-0.05250629407686827,-0.8120530773361014,-1.3952476313591715,2
88099a2897fffff,0.01014508515557827,0.31252754414638245,-0.35598186926102476,-0.58493301394553,-0.9684836791597382,2
88099a2899fffff,-0.03025770556965468,0.4999731837611076,0.5268911029506195,-0.39030868066173285,-1.283492768429134,2
88099a289bfffff,-0.06816772985483058,0.24910793521503807,0.4556676645638692,-0.24241719054806604,-1.1364399586954887,2
88099a289dfffff,-0.23445704610960444,0.71455149852557,0.5768951089995707,-0.5445547098578785,-1.050368607733132,2
88099a28a1fffff,-0.2228159803648784,0.16027120571890352,0.024684826363240403,-0.16827029566735274,-0.8373831708668424,2
88099a28a3fffff,-0.12186237944533806,0.29263830527784995,-0.02502394148064288,-0.371774595499079,-0.9619260951314892,2
88099a28a5fffff,-0.3496507807277922,0.4265589407622902,0.12293267704577451,-0.2817222207316996,-0.8106794126272352,2
88099a28a7fffff,-0.5359240278995324,0.597711797369187,0.20617162441235648,-0.30422500006298747,-0.8342628036902663,2
88099a28a9fffff,-0.49080224260136507,0.41513817721231205,0.6199382694704917,-0.23735498076837214,-0.8738613437559045,2
88099a28abfffff,-0.20039486364370387,0.26909306155807433,0.07822151726240371,-0.30494731210704684,-0.6837967810248007,2
88099a28adfffff,-0.36558243089567927,0.3863243730421364,0.2294979886268088,-0.4619631318041707,-0.7858567519571924,2
88099a28b1fffff,-0.3012335028557247,0.46229925813168604,-0.420772486482831,-0.4679101302486835,-0.7249068139587296,2
88099a28b3fffff,-0.05716077001331832,0.33461079961773865,-0.40225714575374166,-0.5445807830086696,-0.9633769401195486,2
88099a28b5fffff,-0.4689661150043086,0.47909318484707003,-0.3261948927627957,-0.24494148830166718,-0.6150323624926212,2
88099a28b7fffff,-0.17438604989714312,0.35747195324091957,-0.547652592430221,-0.48148380450403117,-0.8617986728779021,2
